country_region,date,confirmed
Afghanistan,2020-03-01,1
Afghanistan,2020-03-02,1
Afghanistan,2020-03-03,2
Afghanistan,2020-03-04,4
Afghanistan,2020-03-05,4
Afghanistan,2020-03-06,4
Afghanistan,2020-03-07,4
Afghanistan,2020-03-08,5
Afghanistan,2020-03-09,7
Afghanistan,2020-03-10,8
Afghanistan,2020-03-11,11
Afghanistan,2020-03-12,12
Afghanistan,2020-03-13,13
Afghanistan,2020-03-14,15
Afghanistan,2020-03-15,16
Afghanistan,2020-03-16,18
Afghanistan,2020-03-17,20
Afghanistan,2020-03-18,24
Afghanistan,2020-03-19,25
Afghanistan,2020-03-20,29
Afghanistan,2020-03-21,30
Afghanistan,2020-03-22,34
Afghanistan,2020-03-23,41
Afghanistan,2020-03-24,43
Afghanistan,2020-03-25,76
Afghanistan,2020-03-26,80
Afghanistan,2020-03-27,91
Afghanistan,2020-03-28,107
Afghanistan,2020-03-29,118
Afghanistan,2020-03-30,146
Afghanistan,2020-03-31,175
Afghanistan,2020-04-01,197
Afghanistan,2020-04-02,240
Afghanistan,2020-04-03,275
Afghanistan,2020-04-04,300
Afghanistan,2020-04-05,338
Afghanistan,2020-04-06,368
Afghanistan,2020-04-07,424
Afghanistan,2020-04-08,445
Afghanistan,2020-04-09,485
Afghanistan,2020-04-10,532
Afghanistan,2020-04-11,556
Afghanistan,2020-04-12,608
Afghanistan,2020-04-13,666
Afghanistan,2020-04-14,715
Afghanistan,2020-04-15,785
Afghanistan,2020-04-16,841
Afghanistan,2020-04-17,907
Afghanistan,2020-04-18,934
Afghanistan,2020-04-19,997
Afghanistan,2020-04-20,1027
Afghanistan,2020-04-21,1093
Afghanistan,2020-04-22,1177
Afghanistan,2020-04-23,1236
Afghanistan,2020-04-24,1331
Afghanistan,2020-04-25,1464
Afghanistan,2020-04-26,1532
Afghanistan,2020-04-27,1704
Afghanistan,2020-04-28,1830
Afghanistan,2020-04-29,1940
Afghanistan,2020-04-30,2127
Afghanistan,2020-05-01,2291
Afghanistan,2020-05-02,2470
Afghanistan,2020-05-03,2705
Afghanistan,2020-05-04,2895
Afghanistan,2020-05-05,3225
Afghanistan,2020-05-06,3393
Afghanistan,2020-05-07,3564
Afghanistan,2020-05-08,3781
Afghanistan,2020-05-09,4042
Afghanistan,2020-05-10,4403
Afghanistan,2020-05-11,4687
Afghanistan,2020-05-12,4968
Afghanistan,2020-05-13,5227
Afghanistan,2020-05-14,5640
Afghanistan,2020-05-15,6054
Afghanistan,2020-05-16,6403
Afghanistan,2020-05-17,6665
Afghanistan,2020-05-18,7073
Afghanistan,2020-05-19,7654
Afghanistan,2020-05-20,8146
Afghanistan,2020-05-21,8677
Afghanistan,2020-05-22,9219
Afghanistan,2020-05-23,10001
Afghanistan,2020-05-24,10585
Afghanistan,2020-05-25,11176
Afghanistan,2020-05-26,11834
Afghanistan,2020-05-27,12459
Afghanistan,2020-05-28,13039
Afghanistan,2020-05-29,13662
Afghanistan,2020-05-30,14528
Afghanistan,2020-05-31,15208
Albania,2020-03-09,2
Albania,2020-03-10,10
Albania,2020-03-11,12
Albania,2020-03-12,23
Albania,2020-03-13,33
Albania,2020-03-14,38
Albania,2020-03-15,42
Albania,2020-03-16,51
Albania,2020-03-17,55
Albania,2020-03-18,59
Albania,2020-03-19,64
Albania,2020-03-20,70
Albania,2020-03-21,76
Albania,2020-03-22,89
Albania,2020-03-23,104
Albania,2020-03-24,123
Albania,2020-03-25,146
Albania,2020-03-26,174
Albania,2020-03-27,186
Albania,2020-03-28,197
Albania,2020-03-29,212
Albania,2020-03-30,223
Albania,2020-03-31,243
Albania,2020-04-01,259
Albania,2020-04-02,277
Albania,2020-04-03,304
Albania,2020-04-04,333
Albania,2020-04-05,361
Albania,2020-04-06,377
Albania,2020-04-07,383
Albania,2020-04-08,400
Albania,2020-04-09,409
Albania,2020-04-10,416
Albania,2020-04-11,433
Albania,2020-04-12,446
Albania,2020-04-13,467
Albania,2020-04-14,475
Albania,2020-04-15,494
Albania,2020-04-16,518
Albania,2020-04-17,539
Albania,2020-04-18,548
Albania,2020-04-19,562
Albania,2020-04-20,584
Albania,2020-04-21,609
Albania,2020-04-22,634
Albania,2020-04-23,663
Albania,2020-04-24,678
Albania,2020-04-25,712
Albania,2020-04-26,726
Albania,2020-04-27,736
Albania,2020-04-28,750
Albania,2020-04-29,766
Albania,2020-04-30,773
Albania,2020-05-01,782
Albania,2020-05-02,789
Albania,2020-05-03,795
Albania,2020-05-04,803
Albania,2020-05-05,820
Albania,2020-05-06,832
Albania,2020-05-07,842
Albania,2020-05-08,850
Albania,2020-05-09,856
Albania,2020-05-10,868
Albania,2020-05-11,872
Albania,2020-05-12,876
Albania,2020-05-13,880
Albania,2020-05-14,898
Albania,2020-05-15,916
Albania,2020-05-16,933
Albania,2020-05-17,946
Albania,2020-05-18,948
Albania,2020-05-19,949
Albania,2020-05-20,964
Albania,2020-05-21,969
Albania,2020-05-22,981
Albania,2020-05-23,989
Albania,2020-05-24,998
Albania,2020-05-25,1004
Albania,2020-05-26,1029
Albania,2020-05-27,1050
Albania,2020-05-28,1076
Albania,2020-05-29,1099
Albania,2020-05-30,1122
Albania,2020-05-31,1137
Algeria,2020-03-01,1
Algeria,2020-03-02,3
Algeria,2020-03-03,5
Algeria,2020-03-04,12
Algeria,2020-03-05,12
Algeria,2020-03-06,17
Algeria,2020-03-07,17
Algeria,2020-03-08,19
Algeria,2020-03-09,20
Algeria,2020-03-10,20
Algeria,2020-03-11,20
Algeria,2020-03-12,24
Algeria,2020-03-13,26
Algeria,2020-03-14,37
Algeria,2020-03-15,48
Algeria,2020-03-16,54
Algeria,2020-03-17,60
Algeria,2020-03-18,74
Algeria,2020-03-19,87
Algeria,2020-03-20,90
Algeria,2020-03-21,139
Algeria,2020-03-22,201
Algeria,2020-03-23,230
Algeria,2020-03-24,264
Algeria,2020-03-25,302
Algeria,2020-03-26,367
Algeria,2020-03-27,409
Algeria,2020-03-28,454
Algeria,2020-03-29,511
Algeria,2020-03-30,584
Algeria,2020-03-31,716
Algeria,2020-04-01,847
Algeria,2020-04-02,986
Algeria,2020-04-03,1171
Algeria,2020-04-04,1251
Algeria,2020-04-05,1320
Algeria,2020-04-06,1423
Algeria,2020-04-07,1468
Algeria,2020-04-08,1572
Algeria,2020-04-09,1666
Algeria,2020-04-10,1761
Algeria,2020-04-11,1825
Algeria,2020-04-12,1914
Algeria,2020-04-13,1983
Algeria,2020-04-14,2070
Algeria,2020-04-15,2160
Algeria,2020-04-16,2268
Algeria,2020-04-17,2418
Algeria,2020-04-18,2534
Algeria,2020-04-19,2629
Algeria,2020-04-20,2718
Algeria,2020-04-21,2811
Algeria,2020-04-22,2910
Algeria,2020-04-23,3007
Algeria,2020-04-24,3127
Algeria,2020-04-25,3256
Algeria,2020-04-26,3382
Algeria,2020-04-27,3517
Algeria,2020-04-28,3649
Algeria,2020-04-29,3848
Algeria,2020-04-30,4006
Algeria,2020-05-01,4154
Algeria,2020-05-02,4295
Algeria,2020-05-03,4474
Algeria,2020-05-04,4648
Algeria,2020-05-05,4838
Algeria,2020-05-06,4997
Algeria,2020-05-07,5182
Algeria,2020-05-08,5369
Algeria,2020-05-09,5558
Algeria,2020-05-10,5723
Algeria,2020-05-11,5891
Algeria,2020-05-12,6067
Algeria,2020-05-13,6253
Algeria,2020-05-14,6442
Algeria,2020-05-15,6629
Algeria,2020-05-16,6821
Algeria,2020-05-17,7019
Algeria,2020-05-18,7201
Algeria,2020-05-19,7377
Algeria,2020-05-20,7542
Algeria,2020-05-21,7728
Algeria,2020-05-22,7918
Algeria,2020-05-23,8113
Algeria,2020-05-24,8306
Algeria,2020-05-25,8503
Algeria,2020-05-26,8697
Algeria,2020-05-27,8857
Algeria,2020-05-28,8997
Algeria,2020-05-29,9134
Algeria,2020-05-30,9267
Algeria,2020-05-31,9394
Andorra,2020-03-02,1
Andorra,2020-03-03,1
Andorra,2020-03-04,1
Andorra,2020-03-05,1
Andorra,2020-03-06,1
Andorra,2020-03-07,1
Andorra,2020-03-08,1
Andorra,2020-03-09,1
Andorra,2020-03-10,1
Andorra,2020-03-11,1
Andorra,2020-03-12,1
Andorra,2020-03-13,1
Andorra,2020-03-14,1
Andorra,2020-03-15,1
Andorra,2020-03-16,2
Andorra,2020-03-17,39
Andorra,2020-03-18,39
Andorra,2020-03-19,53
Andorra,2020-03-20,75
Andorra,2020-03-21,88
Andorra,2020-03-22,113
Andorra,2020-03-23,133
Andorra,2020-03-24,164
Andorra,2020-03-25,188
Andorra,2020-03-26,224
Andorra,2020-03-27,267
Andorra,2020-03-28,308
Andorra,2020-03-29,334
Andorra,2020-03-30,370
Andorra,2020-03-31,376
Andorra,2020-04-01,390
Andorra,2020-04-02,428
Andorra,2020-04-03,439
Andorra,2020-04-04,466
Andorra,2020-04-05,501
Andorra,2020-04-06,525
Andorra,2020-04-07,545
Andorra,2020-04-08,564
Andorra,2020-04-09,583
Andorra,2020-04-10,601
Andorra,2020-04-11,601
Andorra,2020-04-12,638
Andorra,2020-04-13,646
Andorra,2020-04-14,659
Andorra,2020-04-15,673
Andorra,2020-04-16,673
Andorra,2020-04-17,696
Andorra,2020-04-18,704
Andorra,2020-04-19,713
Andorra,2020-04-20,717
Andorra,2020-04-21,717
Andorra,2020-04-22,723
Andorra,2020-04-23,723
Andorra,2020-04-24,731
Andorra,2020-04-25,738
Andorra,2020-04-26,738
Andorra,2020-04-27,743
Andorra,2020-04-28,743
Andorra,2020-04-29,743
Andorra,2020-04-30,745
Andorra,2020-05-01,745
Andorra,2020-05-02,747
Andorra,2020-05-03,748
Andorra,2020-05-04,750
Andorra,2020-05-05,751
Andorra,2020-05-06,751
Andorra,2020-05-07,752
Andorra,2020-05-08,752
Andorra,2020-05-09,754
Andorra,2020-05-10,755
Andorra,2020-05-11,755
Andorra,2020-05-12,758
Andorra,2020-05-13,760
Andorra,2020-05-14,761
Andorra,2020-05-15,761
Andorra,2020-05-16,761
Andorra,2020-05-17,761
Andorra,2020-05-18,761
Andorra,2020-05-19,761
Andorra,2020-05-20,762
Andorra,2020-05-21,762
Andorra,2020-05-22,762
Andorra,2020-05-23,762
Andorra,2020-05-24,762
Andorra,2020-05-25,763
Andorra,2020-05-26,763
Andorra,2020-05-27,763
Andorra,2020-05-28,763
Andorra,2020-05-29,764
Andorra,2020-05-30,764
Andorra,2020-05-31,764
Angola,2020-03-20,1
Angola,2020-03-21,2
Angola,2020-03-22,2
Angola,2020-03-23,3
Angola,2020-03-24,3
Angola,2020-03-25,3
Angola,2020-03-26,4
Angola,2020-03-27,4
Angola,2020-03-28,5
Angola,2020-03-29,7
Angola,2020-03-30,7
Angola,2020-03-31,7
Angola,2020-04-01,8
Angola,2020-04-02,8
Angola,2020-04-03,8
Angola,2020-04-04,10
Angola,2020-04-05,14
Angola,2020-04-06,16
Angola,2020-04-07,17
Angola,2020-04-08,19
Angola,2020-04-09,19
Angola,2020-04-10,19
Angola,2020-04-11,19
Angola,2020-04-12,19
Angola,2020-04-13,19
Angola,2020-04-14,19
Angola,2020-04-15,19
Angola,2020-04-16,19
Angola,2020-04-17,19
Angola,2020-04-18,24
Angola,2020-04-19,24
Angola,2020-04-20,24
Angola,2020-04-21,24
Angola,2020-04-22,25
Angola,2020-04-23,25
Angola,2020-04-24,25
Angola,2020-04-25,25
Angola,2020-04-26,26
Angola,2020-04-27,27
Angola,2020-04-28,27
Angola,2020-04-29,27
Angola,2020-04-30,27
Angola,2020-05-01,30
Angola,2020-05-02,35
Angola,2020-05-03,35
Angola,2020-05-04,35
Angola,2020-05-05,36
Angola,2020-05-06,36
Angola,2020-05-07,36
Angola,2020-05-08,43
Angola,2020-05-09,43
Angola,2020-05-10,45
Angola,2020-05-11,45
Angola,2020-05-12,45
Angola,2020-05-13,45
Angola,2020-05-14,48
Angola,2020-05-15,48
Angola,2020-05-16,48
Angola,2020-05-17,48
Angola,2020-05-18,50
Angola,2020-05-19,52
Angola,2020-05-20,52
Angola,2020-05-21,58
Angola,2020-05-22,60
Angola,2020-05-23,61
Angola,2020-05-24,69
Angola,2020-05-25,70
Angola,2020-05-26,70
Angola,2020-05-27,71
Angola,2020-05-28,74
Angola,2020-05-29,81
Angola,2020-05-30,84
Angola,2020-05-31,86
Antigua and Barbuda,2020-03-13,1
Antigua and Barbuda,2020-03-14,1
Antigua and Barbuda,2020-03-15,1
Antigua and Barbuda,2020-03-16,1
Antigua and Barbuda,2020-03-17,1
Antigua and Barbuda,2020-03-18,1
Antigua and Barbuda,2020-03-19,1
Antigua and Barbuda,2020-03-20,1
Antigua and Barbuda,2020-03-21,1
Antigua and Barbuda,2020-03-22,1
Antigua and Barbuda,2020-03-23,3
Antigua and Barbuda,2020-03-24,3
Antigua and Barbuda,2020-03-25,3
Antigua and Barbuda,2020-03-26,7
Antigua and Barbuda,2020-03-27,7
Antigua and Barbuda,2020-03-28,7
Antigua and Barbuda,2020-03-29,7
Antigua and Barbuda,2020-03-30,7
Antigua and Barbuda,2020-03-31,7
Antigua and Barbuda,2020-04-01,7
Antigua and Barbuda,2020-04-02,9
Antigua and Barbuda,2020-04-03,15
Antigua and Barbuda,2020-04-04,15
Antigua and Barbuda,2020-04-05,15
Antigua and Barbuda,2020-04-06,15
Antigua and Barbuda,2020-04-07,19
Antigua and Barbuda,2020-04-08,19
Antigua and Barbuda,2020-04-09,19
Antigua and Barbuda,2020-04-10,19
Antigua and Barbuda,2020-04-11,21
Antigua and Barbuda,2020-04-12,21
Antigua and Barbuda,2020-04-13,23
Antigua and Barbuda,2020-04-14,23
Antigua and Barbuda,2020-04-15,23
Antigua and Barbuda,2020-04-16,23
Antigua and Barbuda,2020-04-17,23
Antigua and Barbuda,2020-04-18,23
Antigua and Barbuda,2020-04-19,23
Antigua and Barbuda,2020-04-20,23
Antigua and Barbuda,2020-04-21,23
Antigua and Barbuda,2020-04-22,24
Antigua and Barbuda,2020-04-23,24
Antigua and Barbuda,2020-04-24,24
Antigua and Barbuda,2020-04-25,24
Antigua and Barbuda,2020-04-26,24
Antigua and Barbuda,2020-04-27,24
Antigua and Barbuda,2020-04-28,24
Antigua and Barbuda,2020-04-29,24
Antigua and Barbuda,2020-04-30,24
Antigua and Barbuda,2020-05-01,25
Antigua and Barbuda,2020-05-02,25
Antigua and Barbuda,2020-05-03,25
Antigua and Barbuda,2020-05-04,25
Antigua and Barbuda,2020-05-05,25
Antigua and Barbuda,2020-05-06,25
Antigua and Barbuda,2020-05-07,25
Antigua and Barbuda,2020-05-08,25
Antigua and Barbuda,2020-05-09,25
Antigua and Barbuda,2020-05-10,25
Antigua and Barbuda,2020-05-11,25
Antigua and Barbuda,2020-05-12,25
Antigua and Barbuda,2020-05-13,25
Antigua and Barbuda,2020-05-14,25
Antigua and Barbuda,2020-05-15,25
Antigua and Barbuda,2020-05-16,25
Antigua and Barbuda,2020-05-17,25
Antigua and Barbuda,2020-05-18,25
Antigua and Barbuda,2020-05-19,25
Antigua and Barbuda,2020-05-20,25
Antigua and Barbuda,2020-05-21,25
Antigua and Barbuda,2020-05-22,25
Antigua and Barbuda,2020-05-23,25
Antigua and Barbuda,2020-05-24,25
Antigua and Barbuda,2020-05-25,25
Antigua and Barbuda,2020-05-26,25
Antigua and Barbuda,2020-05-27,25
Antigua and Barbuda,2020-05-28,25
Antigua and Barbuda,2020-05-29,25
Antigua and Barbuda,2020-05-30,25
Antigua and Barbuda,2020-05-31,26
Argentina,2020-03-03,1
Argentina,2020-03-04,1
Argentina,2020-03-05,1
Argentina,2020-03-06,2
Argentina,2020-03-07,8
Argentina,2020-03-08,12
Argentina,2020-03-09,12
Argentina,2020-03-10,17
Argentina,2020-03-11,19
Argentina,2020-03-12,19
Argentina,2020-03-13,31
Argentina,2020-03-14,34
Argentina,2020-03-15,45
Argentina,2020-03-16,56
Argentina,2020-03-17,68
Argentina,2020-03-18,79
Argentina,2020-03-19,97
Argentina,2020-03-20,128
Argentina,2020-03-21,158
Argentina,2020-03-22,266
Argentina,2020-03-23,266
Argentina,2020-03-24,387
Argentina,2020-03-25,387
Argentina,2020-03-26,502
Argentina,2020-03-27,589
Argentina,2020-03-28,690
Argentina,2020-03-29,745
Argentina,2020-03-30,820
Argentina,2020-03-31,1054
Argentina,2020-04-01,1054
Argentina,2020-04-02,1133
Argentina,2020-04-03,1265
Argentina,2020-04-04,1451
Argentina,2020-04-05,1451
Argentina,2020-04-06,1554
Argentina,2020-04-07,1628
Argentina,2020-04-08,1715
Argentina,2020-04-09,1795
Argentina,2020-04-10,1975
Argentina,2020-04-11,1975
Argentina,2020-04-12,2142
Argentina,2020-04-13,2208
Argentina,2020-04-14,2277
Argentina,2020-04-15,2443
Argentina,2020-04-16,2571
Argentina,2020-04-17,2669
Argentina,2020-04-18,2758
Argentina,2020-04-19,2839
Argentina,2020-04-20,2941
Argentina,2020-04-21,3031
Argentina,2020-04-22,3144
Argentina,2020-04-23,3435
Argentina,2020-04-24,3607
Argentina,2020-04-25,3780
Argentina,2020-04-26,3892
Argentina,2020-04-27,4003
Argentina,2020-04-28,4127
Argentina,2020-04-29,4285
Argentina,2020-04-30,4428
Argentina,2020-05-01,4532
Argentina,2020-05-02,4681
Argentina,2020-05-03,4783
Argentina,2020-05-04,4887
Argentina,2020-05-05,5020
Argentina,2020-05-06,5208
Argentina,2020-05-07,5371
Argentina,2020-05-08,5611
Argentina,2020-05-09,5776
Argentina,2020-05-10,6034
Argentina,2020-05-11,6278
Argentina,2020-05-12,6563
Argentina,2020-05-13,6879
Argentina,2020-05-14,7134
Argentina,2020-05-15,7479
Argentina,2020-05-16,7805
Argentina,2020-05-17,8068
Argentina,2020-05-18,8371
Argentina,2020-05-19,8809
Argentina,2020-05-20,9283
Argentina,2020-05-21,9931
Argentina,2020-05-22,10649
Argentina,2020-05-23,11353
Argentina,2020-05-24,12076
Argentina,2020-05-25,12628
Argentina,2020-05-26,13228
Argentina,2020-05-27,13933
Argentina,2020-05-28,14702
Argentina,2020-05-29,15419
Argentina,2020-05-30,16214
Argentina,2020-05-31,16851
Armenia,2020-03-01,1
Armenia,2020-03-02,1
Armenia,2020-03-03,1
Armenia,2020-03-04,1
Armenia,2020-03-05,1
Armenia,2020-03-06,1
Armenia,2020-03-07,1
Armenia,2020-03-08,1
Armenia,2020-03-09,1
Armenia,2020-03-10,1
Armenia,2020-03-11,1
Armenia,2020-03-12,4
Armenia,2020-03-13,8
Armenia,2020-03-14,18
Armenia,2020-03-15,26
Armenia,2020-03-16,52
Armenia,2020-03-17,78
Armenia,2020-03-18,84
Armenia,2020-03-19,115
Armenia,2020-03-20,136
Armenia,2020-03-21,160
Armenia,2020-03-22,194
Armenia,2020-03-23,235
Armenia,2020-03-24,249
Armenia,2020-03-25,265
Armenia,2020-03-26,290
Armenia,2020-03-27,329
Armenia,2020-03-28,407
Armenia,2020-03-29,424
Armenia,2020-03-30,482
Armenia,2020-03-31,532
Armenia,2020-04-01,571
Armenia,2020-04-02,663
Armenia,2020-04-03,736
Armenia,2020-04-04,770
Armenia,2020-04-05,822
Armenia,2020-04-06,833
Armenia,2020-04-07,853
Armenia,2020-04-08,881
Armenia,2020-04-09,921
Armenia,2020-04-10,937
Armenia,2020-04-11,967
Armenia,2020-04-12,1013
Armenia,2020-04-13,1039
Armenia,2020-04-14,1067
Armenia,2020-04-15,1111
Armenia,2020-04-16,1159
Armenia,2020-04-17,1201
Armenia,2020-04-18,1248
Armenia,2020-04-19,1291
Armenia,2020-04-20,1339
Armenia,2020-04-21,1401
Armenia,2020-04-22,1473
Armenia,2020-04-23,1523
Armenia,2020-04-24,1596
Armenia,2020-04-25,1677
Armenia,2020-04-26,1746
Armenia,2020-04-27,1808
Armenia,2020-04-28,1867
Armenia,2020-04-29,1932
Armenia,2020-04-30,2066
Armenia,2020-05-01,2148
Armenia,2020-05-02,2273
Armenia,2020-05-03,2386
Armenia,2020-05-04,2507
Armenia,2020-05-05,2619
Armenia,2020-05-06,2782
Armenia,2020-05-07,2884
Armenia,2020-05-08,3029
Armenia,2020-05-09,3175
Armenia,2020-05-10,3313
Armenia,2020-05-11,3392
Armenia,2020-05-12,3538
Armenia,2020-05-13,3718
Armenia,2020-05-14,3860
Armenia,2020-05-15,4044
Armenia,2020-05-16,4283
Armenia,2020-05-17,4472
Armenia,2020-05-18,4823
Armenia,2020-05-19,5041
Armenia,2020-05-20,5271
Armenia,2020-05-21,5606
Armenia,2020-05-22,5928
Armenia,2020-05-23,6302
Armenia,2020-05-24,6661
Armenia,2020-05-25,7113
Armenia,2020-05-26,7402
Armenia,2020-05-27,7774
Armenia,2020-05-28,8216
Armenia,2020-05-29,8676
Armenia,2020-05-30,8927
Armenia,2020-05-31,9282
Aruba,2020-03-13,2
Aruba,2020-03-14,2
Aruba,2020-03-15,2
Aruba,2020-03-16,2
Aruba,2020-03-17,3
Aruba,2020-03-18,4
Aruba,2020-03-19,4
Australia,2020-03-01,27
Australia,2020-03-02,30
Australia,2020-03-03,39
Australia,2020-03-04,52
Australia,2020-03-05,55
Australia,2020-03-06,60
Australia,2020-03-07,63
Australia,2020-03-08,76
Australia,2020-03-09,91
Australia,2020-03-10,107
Australia,2020-03-11,128
Australia,2020-03-12,128
Australia,2020-03-13,200
Australia,2020-03-14,250
Australia,2020-03-15,297
Australia,2020-03-16,377
Australia,2020-03-17,452
Australia,2020-03-18,568
Australia,2020-03-19,681
Australia,2020-03-20,791
Australia,2020-03-21,1071
Australia,2020-03-22,1490
Australia,2020-03-23,1682
Australia,2020-03-24,2044
Australia,2020-03-25,2364
Australia,2020-03-26,2810
Australia,2020-03-27,3143
Australia,2020-03-28,3640
Australia,2020-03-29,3984
Australia,2020-03-30,4361
Australia,2020-03-31,4559
Australia,2020-04-01,4862
Australia,2020-04-02,5116
Australia,2020-04-03,5330
Australia,2020-04-04,5550
Australia,2020-04-05,5687
Australia,2020-04-06,5797
Australia,2020-04-07,5895
Australia,2020-04-08,6010
Australia,2020-04-09,6108
Australia,2020-04-10,6215
Australia,2020-04-11,6303
Australia,2020-04-12,6315
Australia,2020-04-13,6351
Australia,2020-04-14,6415
Australia,2020-04-15,6440
Australia,2020-04-16,6462
Australia,2020-04-17,6522
Australia,2020-04-18,6547
Australia,2020-04-19,6547
Australia,2020-04-20,6547
Australia,2020-04-21,6547
Australia,2020-04-22,6547
Australia,2020-04-23,6661
Australia,2020-04-24,6677
Australia,2020-04-25,6694
Australia,2020-04-26,6714
Australia,2020-04-27,6721
Australia,2020-04-28,6744
Australia,2020-04-29,6752
Australia,2020-04-30,6766
Australia,2020-05-01,6778
Australia,2020-05-02,6799
Australia,2020-05-03,6822
Australia,2020-05-04,6847
Australia,2020-05-05,6875
Australia,2020-05-06,6894
Australia,2020-05-07,6913
Australia,2020-05-08,6918
Australia,2020-05-09,6939
Australia,2020-05-10,6948
Australia,2020-05-11,6970
Australia,2020-05-12,6980
Australia,2020-05-13,6989
Australia,2020-05-14,7019
Australia,2020-05-15,7035
Australia,2020-05-16,7044
Australia,2020-05-17,7054
Australia,2020-05-18,7068
Australia,2020-05-19,7072
Australia,2020-05-20,7081
Australia,2020-05-21,7095
Australia,2020-05-22,7099
Australia,2020-05-23,7114
Australia,2020-05-24,7114
Australia,2020-05-25,7126
Australia,2020-05-26,7139
Australia,2020-05-27,7150
Australia,2020-05-28,7165
Australia,2020-05-29,7184
Australia,2020-05-30,7192
Australia,2020-05-31,7202
Austria,2020-03-01,14
Austria,2020-03-02,18
Austria,2020-03-03,21
Austria,2020-03-04,29
Austria,2020-03-05,41
Austria,2020-03-06,55
Austria,2020-03-07,79
Austria,2020-03-08,104
Austria,2020-03-09,131
Austria,2020-03-10,182
Austria,2020-03-11,246
Austria,2020-03-12,302
Austria,2020-03-13,504
Austria,2020-03-14,655
Austria,2020-03-15,860
Austria,2020-03-16,1018
Austria,2020-03-17,1332
Austria,2020-03-18,1646
Austria,2020-03-19,2013
Austria,2020-03-20,2388
Austria,2020-03-21,2814
Austria,2020-03-22,3580
Austria,2020-03-23,4474
Austria,2020-03-24,5283
Austria,2020-03-25,5588
Austria,2020-03-26,6909
Austria,2020-03-27,7657
Austria,2020-03-28,8271
Austria,2020-03-29,8788
Austria,2020-03-30,9618
Austria,2020-03-31,10180
Austria,2020-04-01,10711
Austria,2020-04-02,11129
Austria,2020-04-03,11524
Austria,2020-04-04,11781
Austria,2020-04-05,12051
Austria,2020-04-06,12297
Austria,2020-04-07,12639
Austria,2020-04-08,12942
Austria,2020-04-09,13244
Austria,2020-04-10,13555
Austria,2020-04-11,13806
Austria,2020-04-12,13945
Austria,2020-04-13,14041
Austria,2020-04-14,14226
Austria,2020-04-15,14336
Austria,2020-04-16,14476
Austria,2020-04-17,14595
Austria,2020-04-18,14671
Austria,2020-04-19,14749
Austria,2020-04-20,14795
Austria,2020-04-21,14873
Austria,2020-04-22,14925
Austria,2020-04-23,15002
Austria,2020-04-24,15071
Austria,2020-04-25,15148
Austria,2020-04-26,15225
Austria,2020-04-27,15274
Austria,2020-04-28,15357
Austria,2020-04-29,15402
Austria,2020-04-30,15452
Austria,2020-05-01,15531
Austria,2020-05-02,15558
Austria,2020-05-03,15597
Austria,2020-05-04,15621
Austria,2020-05-05,15650
Austria,2020-05-06,15684
Austria,2020-05-07,15752
Austria,2020-05-08,15774
Austria,2020-05-09,15833
Austria,2020-05-10,15871
Austria,2020-05-11,15882
Austria,2020-05-12,15961
Austria,2020-05-13,15997
Austria,2020-05-14,16058
Austria,2020-05-15,16109
Austria,2020-05-16,16201
Austria,2020-05-17,16242
Austria,2020-05-18,16269
Austria,2020-05-19,16321
Austria,2020-05-20,16353
Austria,2020-05-21,16404
Austria,2020-05-22,16436
Austria,2020-05-23,16486
Austria,2020-05-24,16503
Austria,2020-05-25,16539
Austria,2020-05-26,16557
Austria,2020-05-27,16591
Austria,2020-05-28,16628
Austria,2020-05-29,16655
Austria,2020-05-30,16685
Austria,2020-05-31,16731
Azerbaijan,2020-03-01,3
Azerbaijan,2020-03-02,3
Azerbaijan,2020-03-03,3
Azerbaijan,2020-03-04,3
Azerbaijan,2020-03-05,6
Azerbaijan,2020-03-06,6
Azerbaijan,2020-03-07,9
Azerbaijan,2020-03-08,9
Azerbaijan,2020-03-09,9
Azerbaijan,2020-03-10,11
Azerbaijan,2020-03-11,11
Azerbaijan,2020-03-12,11
Azerbaijan,2020-03-13,15
Azerbaijan,2020-03-14,15
Azerbaijan,2020-03-15,23
Azerbaijan,2020-03-16,15
Azerbaijan,2020-03-17,28
Azerbaijan,2020-03-18,28
Azerbaijan,2020-03-19,44
Azerbaijan,2020-03-20,44
Azerbaijan,2020-03-21,53
Azerbaijan,2020-03-22,65
Azerbaijan,2020-03-23,72
Azerbaijan,2020-03-24,87
Azerbaijan,2020-03-25,93
Azerbaijan,2020-03-26,122
Azerbaijan,2020-03-27,165
Azerbaijan,2020-03-28,182
Azerbaijan,2020-03-29,209
Azerbaijan,2020-03-30,273
Azerbaijan,2020-03-31,298
Azerbaijan,2020-04-01,359
Azerbaijan,2020-04-02,400
Azerbaijan,2020-04-03,443
Azerbaijan,2020-04-04,521
Azerbaijan,2020-04-05,584
Azerbaijan,2020-04-06,641
Azerbaijan,2020-04-07,717
Azerbaijan,2020-04-08,822
Azerbaijan,2020-04-09,926
Azerbaijan,2020-04-10,991
Azerbaijan,2020-04-11,1058
Azerbaijan,2020-04-12,1098
Azerbaijan,2020-04-13,1148
Azerbaijan,2020-04-14,1197
Azerbaijan,2020-04-15,1253
Azerbaijan,2020-04-16,1283
Azerbaijan,2020-04-17,1340
Azerbaijan,2020-04-18,1373
Azerbaijan,2020-04-19,1398
Azerbaijan,2020-04-20,1436
Azerbaijan,2020-04-21,1480
